dc d90b 00000970 000008f7 00000000 00000faf 00000000 00000000 00000000 00000000 00000c18 00000000 00000000 00001436 00000d9d 00000000 000017f9 0000176f 1155 82 007f4f49 a0:15
dc d90b 00000966 000008dc 00000000 00000faa 00000000 00000000 00000000 00000000 00000c06 00000000 00000000 0000140c 00000d5d 00000000 00001811 0000176f 115d 83 007f52cd a0:15
dc d90b 00000975 000008ef 00000000 00000f9c 00000000 00000000 00000000 00000000 00000bfd 00000000 00000000 00001444 00000d99 00000000 00001828 00001765 1165 84 007f5651 a0:15
dc d90b 0000097d 000008fc 00000000 00000fbd 00000000 00000000 00000000 00000000 00000c02 00000000 00000000 0000144d 00000d8f 00000000 00001836 00001773 116d 85 007f59d5 a0:15
dc d90b 00000962 00000906 00000000 00000f93 00000000 00000000 00000000 00000000 00000c18 00000000 00000000 00001444 00000d66 00000000 00001836 00001778 1175 86 007f5d59 a0:15
dc d90b 00000978 000008fd 00000000 00000fb4 00000000 00000000 00000000 00000000 00000c34 00000000 00000000 00001464 00000d7e 00000000 0000181a 00001794 117d 87 007f60de a0:15
dc d90b 0000095d 000008f7 00000000 00000faa 00000000 00000000 00000000 00000000 00000c30 00000000 00000000 00001403 00000d58 00000000 0000195f 00001765 1185 88 007f6462 a0:15
dc d90b 00000986 000008ea 00000000 00000fa6 00000000 00000000 00000000 00000000 00000bf8 00000000 00000000 0000141a 00000d7e 00000000 00001872 00001765 118d 89 007f67e6 a0:15
dc d90b 0000095d 000008f8 00000000 00000fa1 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 0000143b 00000d5d 00000000 00001872 0000175c 1195 8a 007f6b6a a0:15
dc d90b 0000096b 000008f3 00000000 00000fb9 00000000 00000000 00000000 00000000 00000c1d 00000000 00000000 000013fa 00000d99 00000000 00001852 0000177d 119d 8b 007f6eee a0:15
dc d90a 00000000 00000901 00000000 00000fbd 00000000 00000000 00000000 00000000 00000c06 00000000 00000000 00001416 00000d8c 00000000 00001849 0000178f 11a4 8c 007f7272 a0:15
dc d90b 00000978 00000906 00000000 00000fbd 00000000 00000000 00000000 00000000 00000bfd 00000000 00000000 000013b4 00000d87 00000000 0000181f 0000177d 11ac 8d 007f75f5 a0:15
dc d90b 00000966 00000901 00000000 00000faf 00000000 00000000 00000000 00000000 00000c13 00000000 00000000 00001424 00000d87 00000000 0000186d 00001798 11b4 8e 007f7979 a0:15
dc d90b 00000978 000008dc 00000000 00000faf 00000000 00000000 00000000 00000000 00000bfd 00000000 00000000 000013d5 00000d66 00000000 0000185b 0000178b 11bc 8f 007f7cfd a0:15
dc d90b 0000098b 000008f7 00000000 00000fc7 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 00001416 00000da7 00000000 00001856 0000179c 11c4 90 007f8081 a0:15
dc d90b 00000970 000008f8 00000000 00000fa6 00000000 00000000 00000000 00000000 00000c06 00000000 00000000 0000141f 00000d94 00000000 0000185b 00001778 11cc 91 007f8405 a0:15
dc d90b 0000095d 000008fc 00000000 00000fc7 00000000 00000000 00000000 00000000 00000c1d 00000000 00000000 0000141f 00000d82 00000000 00001786 00001781 11d4 92 007f8789 a0:15
dc d90b 00000958 000008ea 00000000 00000faf 00000000 00000000 00000000 00000000 00000c1d 00000000 00000000 000013f0 00000d7e 00000000 0000188a 00001778 11dc 93 007f8b0d a0:15
dc d90b 0000098b 000008f3 00000000 00000f93 00000000 00000000 00000000 00000000 00000bfd 00000000 00000000 0000140c 00000d99 00000000 0000187c 00001773 11e4 94 007f8e91 a0:15
dc d90b 00000966 0000090e 00000000 00000fbd 00000000 00000000 00000000 00000000 00000c0b 00000000 00000000 0000140c 00000d94 00000000 00001869 0000177d 11ec 95 007f9215 a0:15
dc d90b 00000982 000008ef 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bf4 00000000 00000000 00001424 00000d7e 00000000 0000189c 00001798 11f4 96 007f9599 a0:15
dc d90b 00000978 000008ef 00000000 00000fc7 00000000 00000000 00000000 00000000 00000be1 00000000 00000000 000013eb 00000d74 00000000 00001807 0000178b 11fc 97 007f991d a0:15
dc d90b 0000096b 00000901 00000000 00000faf 00000000 00000000 00000000 00000000 00000c02 00000000 00000000 000013f5 00000da7 00000000 0000185f 00001794 1204 98 007f9ca1 a0:15
dc d90b 00000978 000008ea 00000000 00000fc7 00000000 00000000 00000000 00000000 00000bf8 00000000 00000000 000013eb 00000d74 00000000 00001880 000017a1 120c 99 007fa025 a0:15
dc d90b 0000095d 000008fc 00000000 00000fd4 00000000 00000000 00000000 00000000 00000be5 00000000 00000000 000013e7 00000d82 00000000 000015bb 00001798 1214 9a 007fa3a9 a0:15
dc d90b 0000096b 00000906 00000000 00000fbd 00000000 00000000 00000000 00000000 00000be5 00000000 00000000 000013c7 00000dba 00000000 00001877 0000178b 121c 9b 007fa72d a0:15
dc d90b 0000097d 00000906 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bce 00000000 00000000 000013eb 00000d87 00000000 00001852 0000179c 1224 9c 007faab1 a0:15
dc d90b 00000966 00000906 00000000 00000fc2 00000000 00000000 00000000 00000000 00000bf8 00000000 00000000 000013d0 00000d8c 00000000 0000186d 000017aa 122c 9d 007fae35 a0:15
dc d90b 00000962 0000090a 00000000 00000fa6 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 000013eb 00000dab 00000000 00001877 00001798 1234 9e 007fb1b9 a0:15
dc d90b 0000097d 000008fd 00000000 00000fbd 00000000 00000000 00000000 00000000 00000c13 00000000 00000000 00001428 00000d99 00000000 0000177d 000017b4 123c 9f 007fb53d a0:15
dc d90b 0000097d 00000905 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bf4 00000000 00000000 000013eb 00000d94 00000000 0000189c 00001794 1244 a0 007fb8c1 a0:15
dc d90b 0000096b 0000090e 00000000 00000faf 00000000 00000000 00000000 00000000 00000c10 00000000 00000000 000013c7 00000dd1 00000000 0000187c 0000178f 124c a1 007fbc45 a0:15
dc d90b 00000986 000008f8 00000000 00000fbd 00000000 00000000 00000000 00000000 00000be1 00000000 00000000 000013da 00000d9d 00000000 0000188e 000017b9 1254 a2 007fbfc9 a0:15
dc d90b 00000970 00000905 00000000 00000fbd 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 000013f5 00000dc3 00000000 00001885 000017a1 125c a3 007fc34d a0:15
dc d90b 00000966 000008fc 00000000 00000fc2 00000000 00000000 00000000 00000000 00000c0b 00000000 00000000 000013d0 00000db5 00000000 00001744 00001798 1264 a4 007fc6d1 a0:15
dc d90b 0000098b 000008fd 00000000 00000faa 00000000 00000000 00000000 00000000 00000be5 00000000 00000000 000013d5 00000dba 00000000 000018af 000017a1 126c a5 007fca56 a0:15
dc d90b 0000096b 00000906 00000000 00000fb9 00000000 00000000 00000000 00000000 00000c06 00000000 00000000 0000141f 00000dc3 00000000 00001877 000017cb 1274 a6 007fcdda a0:15
dc d90b 00000990 00000917 00000000 00000fc2 00000000 00000000 00000000 00000000 00000c02 00000000 00000000 00001448 00000d9d 00000000 00001811 0000179c 127c a7 007fd15e a0:15
dc d90b 0000097d 000008fc 00000000 00000fbd 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 000013b9 00000dba 00000000 0000188a 000017a6 1284 a8 007fd4e2 a0:15
dc d90b 0000097d 00000901 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 0000141a 00000dba 00000000 0000189c 000017b9 128c a9 007fd866 a0:15
dc d90b 00000982 00000901 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 000013f5 00000dbe 00000000 000018a1 000017aa 1294 aa 007fdbea a0:15
dc d90b 0000096b 00000906 00000000 00000fc7 00000000 00000000 00000000 00000000 00000c02 00000000 00000000 000013f0 00000d99 00000000 000017d0 000017a6 129c ab 007fdf6e a0:15
dc d90b 00000970 0000090e 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 000013de 00000da7 00000000 000018a6 00001798 12a4 ac 007fe2f1 a0:15
dc d90b 00000958 000008ef 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bf8 00000000 00000000 00001411 00000db0 00000000 000018a1 000017c2 12ac ad 007fe675 a0:15
dc d90b 00000970 00000905 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 000013fe 00000dd6 00000000 000018bc 000017cb 12b4 ae 007fe9f9 a0:15
dc d90b 0000096b 00000906 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 0000141f 00000db0 00000000 000018aa 000017bd 12bc af 007fed7d a0:15
dc d90b 00000982 000008ea 00000000 00000fbd 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 000013eb 00000dcc 00000000 000018b8 00001794 12c4 b0 007ff101 a0:15
dc d90b 0000097d 00000901 00000000 00000fcf 00000000 00000000 00000000 00000000 00000be5 00000000 00000000 000013b4 00000dba 00000000 000018d8 000017d0 12cc b1 007ff485 a0:15
dc d90a 00000000 000008f7 00000000 00000fa6 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 000013d0 00000db0 00000000 0000188a 0000178b 12d3 b2 007ff809 a0:15
dc d90b 0000096b 000008f7 00000000 00000fc7 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 00001373 00000db0 00000000 00001836 000017d9 12db b3 007ffb8d a0:15
dc d90b 0000097d 000008ea 00000000 00000fa1 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 0000141f 00000d99 00000000 000017cb 000017b4 12e3 b4 007fff11 a0:15
dc d90b 0000097d 000008fc 00000000 00000faf 00000000 00000000 00000000 00000000 00000bf8 00000000 00000000 000013d5 00000dba 00000000 000018d4 00001798 12eb b5 00800295 a0:15
dc d90b 00000994 00000901 00000000 00000faf 00000000 00000000 00000000 00000000 00000bf4 00000000 00000000 000013f0 00000dc3 00000000 00001749 000017d5 12f3 b6 00800619 a0:15
dc d90b 0000096b 00000900 00000000 00000fca 00000000 00000000 00000000 00000000 00000bf4 00000000 00000000 000013e2 00000dba 00000000 000018c1 000017a1 12fb b7 0080099d a0:15
dc d90b 00000975 000008ef 00000000 00000fc2 00000000 00000000 00000000 00000000 00000bdc 00000000 00000000 000013f5 00000dc3 00000000 000018cf 000017a6 1303 b8 00800d21 a0:15
dc d90b 00000982 000008fd 00000000 00000fa6 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 000013f0 00000db0 00000000 000018b8 000017b4 130b b9 008010a5 a0:15
dc d90b 00000975 00000905 00000000 00000fb9 00000000 00000000 00000000 00000000 00000be1 00000000 00000000 000013d0 00000dc8 00000000 000018dd 000017aa 1313 ba 00801429 a0:15
dc d90b 00000982 00000906 00000000 00000fbd 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 0000140c 00000d94 00000000 000017d5 000017a6 131b bb 008017ad a0:15
dc d90b 00000990 000008ef 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 0000140c 00000dd1 00000000 000018b3 000017af 1323 bc 00801b31 a0:15
dc d90b 00000978 00000900 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 000013e7 00000dd6 00000000 000018aa 000017a6 132b bd 00801eb5 a0:15
dc d90b 0000099e 000008f3 00000000 00000fa6 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 00001378 00000dda 00000000 000018ca 000017c7 1333 be 00802239 a0:15
dc d90b 0000098b 000008f8 00000000 00000fc2 00000000 00000000 00000000 00000000 00000c0b 00000000 00000000 000013da 00000dab 00000000 000018c1 000017af 133b bf 008025bd a0:15
dc d90b 00000986 00000906 00000000 00000fc7 00000000 00000000 00000000 00000000 00000bf8 00000000 00000000 000013e2 00000de4 00000000 000018d8 000017b9 1343 c0 00802941 a0:15
dc d90b 0000097d 00000905 00000000 00000fbd 00000000 00000000 00000000 00000000 00000bf8 00000000 00000000 000013c2 00000dba 00000000 000018c6 000017cb 134b c1 00802cc5 a0:15
dc 880b 00000994 000008d3 00000000 00000faf 00000000 00000000 00000000 00000000 00000000 00000000 00000000 000013e2 00000000 00000000 00000000 000017b4 1350 c2 00803049 a0:15
dc d90b 00000982 000008f8 00000000 00000fbd 00000000 00000000 00000000 00000000 00000be1 00000000 00000000 000013de 00000df6 00000000 000018cf 000017b4 1358 c3 008033ce a0:15
dc d90b 000009da 00000906 00000000 00000fa6 00000000 00000000 00000000 00000000 00000c10 00000000 00000000 000013be 00000dd1 00000000 000018bc 000017c7 1360 c4 00803752 a0:15
dc d90a 00000000 000008f3 00000000 00000faa 00000000 00000000 00000000 00000000 00000bd3 00000000 00000000 000013de 00000dab 00000000 000018d8 000017b4 1367 c5 00803ad6 a0:15
dc d90b 00000970 0000090a 00000000 00000fb4 00000000 00000000 00000000 00000000 00000be5 00000000 00000000 000013c2 00000dba 00000000 000017e3 000017d5 136f c6 00803e5a a0:15
dc d90b 00000978 000008f7 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bd7 00000000 00000000 000013d0 00000dd6 00000000 000017a1 000017d0 1377 c7 008041de a0:15
dc d90b 00000986 0000090a 00000000 00000fc2 00000000 00000000 00000000 00000000 00000bdc 00000000 00000000 000013fa 00000ddf 00000000 000018c1 000017d9 137f c8 00804562 a0:15
dc d90b 0000098b 00000905 00000000 00000fc7 00000000 00000000 00000000 00000000 00000c06 00000000 00000000 000013d0 00000dda 00000000 00001778 000017b9 1387 c9 008048e6 a0:15
dc d90b 00000982 000008f7 00000000 00000fbd 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 000013fe 00000dda 00000000 000018af 000017b9 138f ca 00804c6a a0:15
dc d90b 00000982 00000901 00000000 00000fc2 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 0000141a 00000db0 00000000 000017d0 000017b4 1397 cb 00804fed a0:15
dc d90b 00000990 0000090a 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bf4 00000000 00000000 00001403 00000ddf 00000000 000018b8 000017bd 139f cc 00805371 a0:15
dc d90b 00000986 00000901 00000000 00000fd4 00000000 00000000 00000000 00000000 00000c06 00000000 00000000 000013f5 00000dd1 00000000 00001849 000017bd 13a7 cd 008056f5 a0:15
dc d90b 00000970 00000920 00000000 00000fc2 00000000 00000000 00000000 00000000 00000c02 00000000 00000000 000013de 00000db5 00000000 000018a6 000017b4 13af d0 00806181 a0:15
dc d90b 0000097d 000008f7 00000000 00000fa6 00000000 00000000 00000000 00000000 00000bcf 00000000 00000000 000013b9 00000dd6 00000000 000015ae 000017c7 13b7 d1 00806505 a0:15
dc c90b 00000962 00000901 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bea 00000000 00000000 000013cc 00000000 00000000 000018bc 000017b9 13be d2 00806889 a0:15
dc c90b 00000975 000008ef 00000000 00000fd8 00000000 00000000 00000000 00000000 00000bef 00000000 00000000 000013da 00000000 00000000 000017b4 000017d0 13c5 d3 00806c0d a0:15
dc d90b 00000966 00000900 00000000 00000fc7 00000000 00000000 00000000 00000000 00000bca 00000000 00000000 000013d5 00000dcc 00000000 00001760 000017cb 13cd d4 00806f91 a0:15
dc d90b 0000098b 00000901 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bf4 00000000 00000000 000013cc 00000dd1 00000000 000018aa 000017cb 13d5 d5 00807315 a0:15
dc d90b 00000986 00000906 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bdc 00000000 00000000 000013da 00000dda 00000000 000017c2 000017c7 13dd d6 00807699 a0:15
dc d90b 00000990 0000090a 00000000 00000fca 00000000 00000000 00000000 00000000 00000bd7 00000000 00000000 000013e2 00000dc3 00000000 00001778 000017b4 13e5 d7 00807a1d a0:15
dc d90b 00000982 000008f7 00000000 00000fcf 00000000 00000000 00000000 00000000 00000bf8 00000000 00000000 000013da 00000dff 00000000 000018ca 000017b4 13ed d8 00807da1 a0:15
dc d90b 00000958 0000090a 00000000 00000fb4 00000000 00000000 00000000 00000000 00000bf4 00000000 00000000 00001385 00000dd6 00000000 000017e7 000017bd 13f5 d9 00808125 a0:15
dc d90b 00000986 00000901 00000000 00000fbd 00000000 00000000 00000000 00000000 00000be1 00000000 00000000 00001424 00000dc8 00000000 000018d4 000017aa 13fd da 008084a9 a0:15
dc d90b 0000098b 00000906 00000000 00000fc2 00000000 00000000 00000000 00000000 00000bfd 00000000 00000000 000013da 00000db0 00000000 0000176f 000017af 1405 db 0080882d a0:15
dc d90b 00000982 00000905 00000000 00000fc7 00000000 00000000 00000000 00000000 00000bd7 00000000 00000000 000013b9 00000dec 00000000 000018d4 000017bd 140d dc 00808bb1 a0:15
dc d90b 00000978 00000900 00000000 00000fb9 00000000 00000000 00000000 00000000 00000be5 00000000 00000000 0000138f 00000dd1 00000000 000015e0 000017aa 1415 dd 00808f35 a0:15
dc d90b 00000990 000008ea 00000000 00000fc2 00000000 00000000 00000000 00000000 00000bdc 00000000 00000000 000013de 00000dfa 00000000 0000176f 000017c2 141d de 008092b9 a0:15
dc d90b 0000099e 000008fd 00000000 00000fb9 00000000 00000000 00000000 00000000 00000bce 00000000 00000000 000013de 00000dbe 00000000 000015ce 000017b4 1425 df 0080963d a0:15
dc d90b 0000096b 000008f7 00000000 00000fcf 00000000 00000000 00000000 00000000 00000bcf 00000000 00000000 000013e7 00000da2 00000000 0000180c 000017de 142d e0 008099c2 a0:15
dc d90b 00000975 0000090a 00000000 00000fd4 00000000 00000000 00000000 00000000 00000c02 00000000 00000000 00001424 00000dba 00000000 0000180c 00001b25 1435 e1 00809d46 a0:15
dc d90b 00000990 000008f7 00000000 00000fca 00000000 00000000 00000000 00000000 00000c06 00000000 00000000 00001408 00000db5 00000000 00001699 00001b21 143d e2 0080a0ca a0:15
dc d90b 00000938 0000097d 00000000 00000f69 00000000 00000000 00000000 00000000 00000d70 00000000 00000000 000016da 00000db5 00000000 0000168b 00001864 1445 e3 0080a44e a0:15
dc d90b 00000999 00000814 00000000 00000d79 00000000 00000000 00000000 00000000 00000900 00000000 00000000 00000fd4 00000b85 00000000 00001485 00001448 144d e4 0080a7d2 a0:15
dc d90b 000009e3 0000073f 00000000 00000dab 00000000 00000000 00000000 00000000 000007e2 00000000 00000000 00000da2 00000929 00000000 000011d1 00001258 1455 e5 0080ab56 a0:15
dc d90b 000009ac 000007f0 00000000 00000c6c 00000000 00000000 00000000 00000000 000007a5 00000000 00000000 00000d4a 000008e1 00000000 000010e9 00001241 145d e6 0080aeda a0:15
dc d90b 00000aec 00000900 00000000 00000ce4 00000000 00000000 00000000 00000000 000007eb 00000000 00000000 00000e33 00000941 00000000 00000f57 00001118 1465 e7 0080b25e a0:15
dc d90b 00000a33 00000ad4 00000000 00000b10 00000000 00000000 00000000 00000000 00000802 00000000 00000000 00000feb 00000933 00000000 00000e45 00001154 146d e8 0080b5e2 a0:15
dc d90b 00000a61 00000a97 00000000 000008ce 00000000 00000000 00000000 00000000 00000990 00000000 00000000 0000113e 00000a57 00000000 00000e04 000012cc 1475 e9 0080b966 a0:15
dc d90b 00000bb2 00000ca8 00000000 00000917 00000000 00000000 00000000 00000000 00000a73 00000000 00000000 00001261 00000a9c 00000000 00000faf 000013fa 147d ea 0080bcea a0:15
dc d10b 00000f8a 00000f44 00000000 000009a7 00000000 00000000 00000000 00000000 00000c50 00000000 00000000 00000000 00000cb2 00000000 00000f1f 00001472 1484 eb 0080c06d a0:15
dc d90b 000012ff 0000141a 00000000 00000b93 00000000 00000000 00000000 00000000 00001349 00000000 00000000 000015e0 00000e4a 00000000 00000b36 000011cd 148c ec 0080c3f1 a0:15
dc d909 000015fc 00000000 00000000 00000e8f 00000000 00000000 00000000 00000000 0000161c 00000000 00000000 0000155e 00000f08 00000000 000009ac 00000fca 1493 ed 0080c775 a0:15
dc d90b 0000176a 000017a1 00000000 00001159 00000000 00000000 00000000 00000000 00001096 00000000 00000000 000016a7 00000f36 00000000 00000830 00000c88 149b ee 0080caf9 a0:15
dc d90b 0000186d 000015e9 00000000 0000123c 00000000 00000000 00000000 00000000 0000111d 00000000 00000000 0000120d 00000f60 00000000 00000822 00000b56 14a3 ef 0080ce7d a0:15
dc d90b 0000169e 000014e6 00000000 00001118 00000000 00000000 00000000 00000000 00000f28 00000000 00000000 00001076 00000d74 00000000 00000835 00000bc5 14ab f0 0080d201 a0:15
dc d90b 00001662 00001596 00000000 000011ac 00000000 00000000 00000000 00000000 00000eaa 00000000 00000000 00000fb4 00000d7e 00000000 0000085e 000008f8 14b3 f1 0080d585 a0:15
dc d90b 00001687 0000143b 00000000 00001246 00000000 00000000 00000000 00000000 00000ea2 00000000 00000000 00000f31 00000e8f 00000000 00000848 00000876 14bb f2 0080d909 a0:15
dc d90b 000016c8 0000141f 00000000 0000124a 00000000 00000000 00000000 00000000 00000ec7 00000000 00000000 00000f65 00000d2e 00000000 00000835 000008c9 14c3 f3 0080dc8d a0:15
dc d90b 00001613 00001304 00000000 00001204 00000000 00000000 00000000 00000000 00000d74 00000000 00000000 00000df1 00000c3e 00000000 000007b7 000008a0 14cb f4 0080e011 a0:15
dc d90b 00001403 000012a2 00000000 000010bc 00000000 00000000 00000000 00000000 00000baf 00000000 00000000 00000c50 00000bc5 00000000 0000081e 00000848 14d3 f5 0080e395 a0:15
dc d90b 000011bf 00000f60 00000000 00000f60 00000000 00000000 00000000 00000000 00000a57 00000000 00000000 00000b5f 000008a0 00000000 0000081e 000008ce 14db f6 0080e719 a0:15
dc d90b 000011db 00000e9d 00000000 00000dda 00000000 00000000 00000000 00000000 00000a60 00000000 00000000 00000df1 000008dc 00000000 00000900 00000b4d 14e3 f7 0080ea9d a0:15
dc d90b 000011c3 00000fd8 00000000 00000ff4 00000000 00000000 00000000 00000000 00000afe 00000000 00000000 00000dd6 000008e1 00000000 00000929 00000a7c 14eb f8 0080ee21 a0:15
dc d90b 00001114 00000e2e 00000000 00000e57 00000000 00000000 00000000 00000000 00000a57 00000000 00000000 00000d33 00000830 00000000 00000901 00000a8f 14f3 f9 0080f1a5 a0:15
dc d90b 00001118 00000e6a 00000000 00000e29 00000000 00000000 00000000 00000000 00000ac2 00000000 00000000 00000cc5 0000083e 00000000 00000966 00000a57 14fb fa 0080f529 a0:15
dc d90b 000010c5 00000e3c 00000000 00001035 00000000 00000000 00000000 00000000 000009f1 00000000 00000000 00000d21 00000933 00000000 00000905 00000a93 1503 fb 0080f8ad a0:15
